filepath,breed,dog_name,label
dogNose/argento/03.png,,argento,0
dogNose/argento/04.png,,argento,0
dogNose/argento/05.png,,argento,0
dogNose/argento/06.png,,argento,0
dogNose/argento/07.png,,argento,0
dogNose/argento/08.png,,argento,0
dogNose/argento/09.png,,argento,0
dogNose/argento/10.png,,argento,0
dogNose/argento/11.png,,argento,0
dogNose/argento/12.png,,argento,0
dogNose/argento/13.png,,argento,0
dogNose/argento/14.png,,argento,0
dogNose/argento/15.png,,argento,0
dogNose/argento/16.png,,argento,0
dogNose/brinks/03.png,,brinks,1
dogNose/brinks/04.png,,brinks,1
dogNose/brinks/05.png,,brinks,1
dogNose/brinks/06.png,,brinks,1
dogNose/brinks/07.png,,brinks,1
dogNose/brinks/08.png,,brinks,1
dogNose/brinks/09.png,,brinks,1
dogNose/brinks/10.png,,brinks,1
dogNose/brinks/11.png,,brinks,1
dogNose/brinks/12.png,,brinks,1
dogNose/brinks/13.png,,brinks,1
dogNose/brinks/14.png,,brinks,1
dogNose/brinks/15.png,,brinks,1
dogNose/butter/03.png,,butter,2
dogNose/butter/04.png,,butter,2
dogNose/butter/05.png,,butter,2
dogNose/butter/06.png,,butter,2
dogNose/butter/07.png,,butter,2
dogNose/butter/08.png,,butter,2
dogNose/butter/09.png,,butter,2
dogNose/butter/10.png,,butter,2
dogNose/butter/11.png,,butter,2
dogNose/butter/12.png,,butter,2
dogNose/butter/13.png,,butter,2
dogNose/butter/14.png,,butter,2
dogNose/butter/15.png,,butter,2
dogNose/caro/03.png,,caro,3
dogNose/caro/04.png,,caro,3
dogNose/caro/05.png,,caro,3
dogNose/caro/06.png,,caro,3
dogNose/caro/07.png,,caro,3
dogNose/caro/08.png,,caro,3
dogNose/caro/09.png,,caro,3
dogNose/caro/10.png,,caro,3
dogNose/caro/11.png,,caro,3
dogNose/caro/12.png,,caro,3
dogNose/caro/13.png,,caro,3
dogNose/caro/14.png,,caro,3
dogNose/caro/15.png,,caro,3
dogNose/caro/16.png,,caro,3
dogNose/caro/17.png,,caro,3
dogNose/cheddar/03.png,,cheddar,4
dogNose/cheddar/04.png,,cheddar,4
dogNose/cheddar/05.png,,cheddar,4
dogNose/cheddar/06.png,,cheddar,4
dogNose/cheddar/07.png,,cheddar,4
dogNose/cheddar/08.png,,cheddar,4
dogNose/cheddar/09.png,,cheddar,4
dogNose/cheddar/10.png,,cheddar,4
dogNose/cheddar/11.png,,cheddar,4
dogNose/cheddar/12.png,,cheddar,4
dogNose/cheddar/13.png,,cheddar,4
dogNose/cheddar/14.png,,cheddar,4
dogNose/cheddar/15.png,,cheddar,4
dogNose/cooper/03.png,,cooper,5
dogNose/cooper/04.png,,cooper,5
dogNose/cooper/05.png,,cooper,5
dogNose/cooper/06.png,,cooper,5
dogNose/cooper/07.png,,cooper,5
dogNose/cooper/08.png,,cooper,5
dogNose/cooper/09.png,,cooper,5
dogNose/cooper/10.png,,cooper,5
dogNose/dougy/03.png,,dougy,6
dogNose/dougy/04.png,,dougy,6
dogNose/dougy/05.png,,dougy,6
dogNose/dougy/06.png,,dougy,6
dogNose/dougy/07.png,,dougy,6
dogNose/dougy/08.png,,dougy,6
dogNose/dougy/09.png,,dougy,6
dogNose/dougy/10.png,,dougy,6
dogNose/dougy/11.png,,dougy,6
dogNose/dougy/12.png,,dougy,6
dogNose/dougy/13.png,,dougy,6
dogNose/dougy/14.png,,dougy,6
dogNose/dougy/15.png,,dougy,6
dogNose/drake/03.png,,drake,7
dogNose/drake/04.png,,drake,7
dogNose/drake/05.png,,drake,7
dogNose/drake/06.png,,drake,7
dogNose/drake/07.png,,drake,7
dogNose/drake/08.png,,drake,7
dogNose/drake/09.png,,drake,7
dogNose/drake/10.png,,drake,7
dogNose/drake/11.png,,drake,7
dogNose/drake/12.png,,drake,7
dogNose/drake/13.png,,drake,7
dogNose/drake/14.png,,drake,7
dogNose/drake/15.png,,drake,7
dogNose/ember/01.png,,ember,8
dogNose/ember/02.png,,ember,8
dogNose/ember/03.png,,ember,8
dogNose/ember/04.png,,ember,8
dogNose/ember/05.png,,ember,8
dogNose/ember/06.png,,ember,8
dogNose/ember/07.png,,ember,8
dogNose/ember/08.png,,ember,8
dogNose/ember/09.png,,ember,8
dogNose/ember/10.png,,ember,8
dogNose/ember/11.png,,ember,8
dogNose/ember/12.png,,ember,8
dogNose/ember/13.png,,ember,8
dogNose/ember/14.png,,ember,8
dogNose/ember/15.png,,ember,8
dogNose/ember/16.png,,ember,8
dogNose/fletcher/03.png,,fletcher,9
dogNose/fletcher/04.png,,fletcher,9
dogNose/fletcher/05.png,,fletcher,9
dogNose/fletcher/06.png,,fletcher,9
dogNose/fletcher/07.png,,fletcher,9
dogNose/fletcher/08.png,,fletcher,9
dogNose/fletcher/09.png,,fletcher,9
dogNose/fletcher/10.png,,fletcher,9
dogNose/fletcher/11.png,,fletcher,9
dogNose/fletcher/12.png,,fletcher,9
dogNose/fletcher/13.png,,fletcher,9
dogNose/fletcher/14.png,,fletcher,9
dogNose/fletcher/15.png,,fletcher,9
dogNose/hailey/03.png,,hailey,10
dogNose/hailey/04.png,,hailey,10
dogNose/hailey/05.png,,hailey,10
dogNose/hailey/06.png,,hailey,10
dogNose/hailey/07.png,,hailey,10
dogNose/hailey/08.png,,hailey,10
dogNose/hailey/09.png,,hailey,10
dogNose/hailey/10.png,,hailey,10
dogNose/hailey/11.png,,hailey,10
dogNose/hailey/12.png,,hailey,10
dogNose/hailey/13.png,,hailey,10
dogNose/hailey/14.png,,hailey,10
dogNose/hailey/15.png,,hailey,10
dogNose/harbor/03.png,,harbor,11
dogNose/harbor/04.png,,harbor,11
dogNose/harbor/05.png,,harbor,11
dogNose/harbor/06.png,,harbor,11
dogNose/harbor/07.png,,harbor,11
dogNose/harbor/08.png,,harbor,11
dogNose/harbor/09.png,,harbor,11
dogNose/harbor/10.png,,harbor,11
dogNose/harbor/11.png,,harbor,11
dogNose/harbor/12.png,,harbor,11
dogNose/harbor/13.png,,harbor,11
dogNose/harbor/14.png,,harbor,11
dogNose/joey/03.png,,joey,12
dogNose/joey/04.png,,joey,12
dogNose/joey/05.png,,joey,12
dogNose/joey/06.png,,joey,12
dogNose/joey/07.png,,joey,12
dogNose/joey/08.png,,joey,12
dogNose/joey/09.png,,joey,12
dogNose/joey/10.png,,joey,12
dogNose/joey/11.png,,joey,12
dogNose/joey/12.png,,joey,12
dogNose/joey/13.png,,joey,12
dogNose/joey/14.png,,joey,12
dogNose/joey/15.png,,joey,12
dogNose/joey/16.png,,joey,12
dogNose/joey/17.png,,joey,12
dogNose/journee/03.png,,journee,13
dogNose/journee/04.png,,journee,13
dogNose/journee/05.png,,journee,13
dogNose/journee/06.png,,journee,13
dogNose/journee/07.png,,journee,13
dogNose/journee/08.png,,journee,13
dogNose/journee/09.png,,journee,13
dogNose/journee/10.png,,journee,13
dogNose/journee/11.png,,journee,13
dogNose/journee/12.png,,journee,13
dogNose/journee/13.png,,journee,13
dogNose/journee/14.png,,journee,13
dogNose/journee/15.png,,journee,13
dogNose/leo/03.png,,leo,14
dogNose/leo/04.png,,leo,14
dogNose/leo/05.png,,leo,14
dogNose/leo/06.png,,leo,14
dogNose/leo/07.png,,leo,14
dogNose/leo/08.png,,leo,14
dogNose/leo/09.png,,leo,14
dogNose/leo/10.png,,leo,14
dogNose/leo/11.png,,leo,14
dogNose/leo/12.png,,leo,14
dogNose/leo/13.png,,leo,14
dogNose/leo/14.png,,leo,14
dogNose/leo/15.png,,leo,14
dogNose/lexi/03.png,,lexi,15
dogNose/lexi/04.png,,lexi,15
dogNose/lexi/05.png,,lexi,15
dogNose/lexi/06.png,,lexi,15
dogNose/lexi/07.png,,lexi,15
dogNose/lexi/08.png,,lexi,15
dogNose/lexi/09.png,,lexi,15
dogNose/lexi/10.png,,lexi,15
dogNose/lexi/11.png,,lexi,15
dogNose/lexi/12.png,,lexi,15
dogNose/lexi/13.png,,lexi,15
dogNose/lexi/14.png,,lexi,15
dogNose/lexi/15.png,,lexi,15
dogNose/lexi/16.png,,lexi,15
dogNose/lucky/03.png,,lucky,16
dogNose/lucky/04.png,,lucky,16
dogNose/lucky/05.png,,lucky,16
dogNose/lucky/06.png,,lucky,16
dogNose/lucky/07.png,,lucky,16
dogNose/lucky/08.png,,lucky,16
dogNose/lucky/09.png,,lucky,16
dogNose/lucky/10.png,,lucky,16
dogNose/lucky/11.png,,lucky,16
dogNose/lucky/12.png,,lucky,16
dogNose/lucky/13.png,,lucky,16
dogNose/lucky/14.png,,lucky,16
dogNose/lucky/15.png,,lucky,16
dogNose/maine/03.png,,maine,17
dogNose/maine/04.png,,maine,17
dogNose/maine/05.png,,maine,17
dogNose/maine/06.png,,maine,17
dogNose/maine/07.png,,maine,17
dogNose/maine/08.png,,maine,17
dogNose/maine/09.png,,maine,17
dogNose/maine/10.png,,maine,17
dogNose/maine/11.png,,maine,17
dogNose/maine/12.png,,maine,17
dogNose/maine/13.png,,maine,17
dogNose/maine/14.png,,maine,17
dogNose/maine/15.png,,maine,17
dogNose/maine/16.png,,maine,17
dogNose/maine/17.png,,maine,17
dogNose/makalu/03.png,,makalu,18
dogNose/makalu/04.png,,makalu,18
dogNose/makalu/05.png,,makalu,18
dogNose/makalu/06.png,,makalu,18
dogNose/makalu/07.png,,makalu,18
dogNose/makalu/08.png,,makalu,18
dogNose/makalu/09.png,,makalu,18
dogNose/makalu/10.png,,makalu,18
dogNose/makalu/11.png,,makalu,18
dogNose/makalu/12.png,,makalu,18
dogNose/makalu/13.png,,makalu,18
dogNose/makalu/14.png,,makalu,18
dogNose/makalu/15.png,,makalu,18
dogNose/maple/03.png,,maple,19
dogNose/maple/04.png,,maple,19
dogNose/maple/05.png,,maple,19
dogNose/maple/06.png,,maple,19
dogNose/maple/07.png,,maple,19
dogNose/maple/08.png,,maple,19
dogNose/maple/09.png,,maple,19
dogNose/maple/10.png,,maple,19
dogNose/maple/11.png,,maple,19
dogNose/maple/12.png,,maple,19
dogNose/maple/13.png,,maple,19
dogNose/maple/14.png,,maple,19
dogNose/mason/03.png,,mason,20
dogNose/mason/04.png,,mason,20
dogNose/mason/05.png,,mason,20
dogNose/mason/06.png,,mason,20
dogNose/mason/07.png,,mason,20
dogNose/mason/08.png,,mason,20
dogNose/mason/09.png,,mason,20
dogNose/mason/10.png,,mason,20
dogNose/mason/11.png,,mason,20
dogNose/mason/12.png,,mason,20
dogNose/mason/13.png,,mason,20
dogNose/mason/14.png,,mason,20
dogNose/mason/15.png,,mason,20
dogNose/mason/16.png,,mason,20
dogNose/mason/17.png,,mason,20
dogNose/mike/03.png,,mike,21
dogNose/mike/04.png,,mike,21
dogNose/mike/05.png,,mike,21
dogNose/mike/06.png,,mike,21
dogNose/mike/07.png,,mike,21
dogNose/mike/08.png,,mike,21
dogNose/mike/09.png,,mike,21
dogNose/mike/10.png,,mike,21
dogNose/mike/11.png,,mike,21
dogNose/mike/12.png,,mike,21
dogNose/mike/13.png,,mike,21
dogNose/mike/14.png,,mike,21
dogNose/mike/15.png,,mike,21
dogNose/millow/03.png,,millow,22
dogNose/millow/04.png,,millow,22
dogNose/millow/05.png,,millow,22
dogNose/millow/06.png,,millow,22
dogNose/millow/07.png,,millow,22
dogNose/millow/08.png,,millow,22
dogNose/millow/09.png,,millow,22
dogNose/millow/10.png,,millow,22
dogNose/millow/11.png,,millow,22
dogNose/millow/12.png,,millow,22
dogNose/millow/13.png,,millow,22
dogNose/millow/14.png,,millow,22
dogNose/millow/15.png,,millow,22
dogNose/millow/16.png,,millow,22
dogNose/millow/17.png,,millow,22
dogNose/moose/03.png,,moose,23
dogNose/moose/04.png,,moose,23
dogNose/moose/05.png,,moose,23
dogNose/moose/06.png,,moose,23
dogNose/moose/07.png,,moose,23
dogNose/moose/08.png,,moose,23
dogNose/moose/09.png,,moose,23
dogNose/moose/10.png,,moose,23
dogNose/moose/11.png,,moose,23
dogNose/moose/12.png,,moose,23
dogNose/moose/13.png,,moose,23
dogNose/moose/14.png,,moose,23
dogNose/moose/15.png,,moose,23
dogNose/moose/16.png,,moose,23
dogNose/moose/17.png,,moose,23
dogNose/mootoo/03.png,,mootoo,24
dogNose/mootoo/04.png,,mootoo,24
dogNose/mootoo/05.png,,mootoo,24
dogNose/mootoo/06.png,,mootoo,24
dogNose/mootoo/07.png,,mootoo,24
dogNose/mootoo/08.png,,mootoo,24
dogNose/mootoo/09.png,,mootoo,24
dogNose/mootoo/10.png,,mootoo,24
dogNose/mootoo/11.png,,mootoo,24
dogNose/mootoo/12.png,,mootoo,24
dogNose/mootoo/13.png,,mootoo,24
dogNose/mootoo/14.png,,mootoo,24
dogNose/mootoo/15.png,,mootoo,24
dogNose/nala/03.png,,nala,25
dogNose/nala/04.png,,nala,25
dogNose/nala/05.png,,nala,25
dogNose/nala/06.png,,nala,25
dogNose/nala/07.png,,nala,25
dogNose/nala/08.png,,nala,25
dogNose/nala/09.png,,nala,25
dogNose/nala/10.png,,nala,25
dogNose/obi/03.png,,obi,26
dogNose/obi/04.png,,obi,26
dogNose/obi/05.png,,obi,26
dogNose/obi/06.png,,obi,26
dogNose/obi/07.png,,obi,26
dogNose/obi/08.png,,obi,26
dogNose/obi/09.png,,obi,26
dogNose/obi/10.png,,obi,26
dogNose/odin/03.png,,odin,27
dogNose/odin/04.png,,odin,27
dogNose/odin/05.png,,odin,27
dogNose/odin/06.png,,odin,27
dogNose/odin/07.png,,odin,27
dogNose/odin/09.png,,odin,27
dogNose/odin/10.png,,odin,27
dogNose/olie/03.png,,olie,28
dogNose/olie/04.png,,olie,28
dogNose/olie/05.png,,olie,28
dogNose/olie/06.png,,olie,28
dogNose/olie/07.png,,olie,28
dogNose/olie/08.png,,olie,28
dogNose/olie/09.png,,olie,28
dogNose/olie/10.png,,olie,28
dogNose/olie/11.png,,olie,28
dogNose/olie/12.png,,olie,28
dogNose/olie/13.png,,olie,28
dogNose/olie/14.png,,olie,28
dogNose/olie/15.png,,olie,28
dogNose/oreo/03.png,,oreo,29
dogNose/oreo/04.png,,oreo,29
dogNose/oreo/05.png,,oreo,29
dogNose/oreo/06.png,,oreo,29
dogNose/oreo/07.png,,oreo,29
dogNose/oreo/08.png,,oreo,29
dogNose/oreo/09.png,,oreo,29
dogNose/oreo/10.png,,oreo,29
dogNose/oreo/11.png,,oreo,29
dogNose/oreo/12.png,,oreo,29
dogNose/oreo/13.png,,oreo,29
dogNose/scott/03.png,,scott,30
dogNose/scott/04.png,,scott,30
dogNose/scott/05.png,,scott,30
dogNose/scott/06.png,,scott,30
dogNose/scott/07.png,,scott,30
dogNose/scott/08.png,,scott,30
dogNose/scott/09.png,,scott,30
dogNose/scott/10.png,,scott,30
dogNose/scott/11.png,,scott,30
dogNose/scott/12.png,,scott,30
dogNose/scott/13.png,,scott,30
dogNose/scott/14.png,,scott,30
dogNose/scott/15.png,,scott,30
dogNose/scott/16.png,,scott,30
dogNose/skaya/03.png,,skaya,31
dogNose/skaya/04.png,,skaya,31
dogNose/skaya/05.png,,skaya,31
dogNose/skaya/06.png,,skaya,31
dogNose/skaya/07.png,,skaya,31
dogNose/skaya/08.png,,skaya,31
dogNose/skaya/09.png,,skaya,31
dogNose/skaya/10.png,,skaya,31
dogNose/skaya/11.png,,skaya,31
dogNose/skaya/12.png,,skaya,31
dogNose/skaya/13.png,,skaya,31
dogNose/skaya/14.png,,skaya,31
dogNose/skaya/15.png,,skaya,31
dogNose/sterling/03.png,,sterling,32
dogNose/sterling/04.png,,sterling,32
dogNose/sterling/05.png,,sterling,32
dogNose/sterling/06.png,,sterling,32
dogNose/sterling/07.png,,sterling,32
dogNose/sterling/08.png,,sterling,32
dogNose/sterling/09.png,,sterling,32
dogNose/sterling/10.png,,sterling,32
dogNose/sterling/11.png,,sterling,32
dogNose/sterling/12.png,,sterling,32
dogNose/sterling/13.png,,sterling,32
dogNose/sven/03.png,,sven,33
dogNose/sven/04.png,,sven,33
dogNose/sven/05.png,,sven,33
dogNose/sven/06.png,,sven,33
dogNose/sven/07.png,,sven,33
dogNose/sven/08.png,,sven,33
dogNose/sven/09.png,,sven,33
dogNose/sven/10.png,,sven,33
dogNose/sven/11.png,,sven,33
dogNose/sven/12.png,,sven,33
dogNose/sven/13.png,,sven,33
dogNose/sven/14.png,,sven,33
dogNose/sven/15.png,,sven,33
dogNose/vader/03.png,,vader,34
dogNose/vader/04.png,,vader,34
dogNose/vader/05.png,,vader,34
dogNose/vader/06.png,,vader,34
dogNose/vader/07.png,,vader,34
dogNose/vader/08.png,,vader,34
dogNose/vader/09.png,,vader,34
dogNose/vader/10.png,,vader,34
dogNose/vader/11.png,,vader,34
dogNose/vader/12.png,,vader,34
dogNose/vader/13.png,,vader,34
dogNose/vader/14.png,,vader,34
dogNose/vader/15.png,,vader,34
dogNose/vader/16.png,,vader,34
dogNose/waller/03.png,,waller,35
dogNose/waller/04.png,,waller,35
dogNose/waller/05.png,,waller,35
dogNose/waller/06.png,,waller,35
dogNose/waller/07.png,,waller,35
dogNose/waller/08.png,,waller,35
dogNose/waller/09.png,,waller,35
dogNose/waller/10.png,,waller,35
dogNose/waller/11.png,,waller,35
dogNose/waller/12.png,,waller,35
dogNose/waller/13.png,,waller,35
dogNose/waller/14.png,,waller,35
dogNose/waller/15.png,,waller,35
dogNose/walter/03.png,,walter,36
dogNose/walter/04.png,,walter,36
dogNose/walter/05.png,,walter,36
dogNose/walter/06.png,,walter,36
dogNose/walter/07.png,,walter,36
dogNose/walter/08.png,,walter,36
dogNose/walter/09.png,,walter,36
dogNose/walter/10.png,,walter,36
dogNose/walter/11.png,,walter,36
dogNose/walter/12.png,,walter,36
dogNose/walter/13.png,,walter,36
dogNose/walter/14.png,,walter,36
dogNose/walter/15.png,,walter,36
dogNose/wiley/03.png,,wiley,37
dogNose/wiley/04.png,,wiley,37
dogNose/wiley/05.png,,wiley,37
dogNose/wiley/06.png,,wiley,37
dogNose/wiley/07.png,,wiley,37
dogNose/wiley/08.png,,wiley,37
dogNose/wiley/09.png,,wiley,37
dogNose/wiley/10.png,,wiley,37
dogNose/wiley/11.png,,wiley,37
dogNose/wiley/12.png,,wiley,37
dogNose/wiley/13.png,,wiley,37
dogNose/wiley/14.png,,wiley,37
dogNose/wiley/15.png,,wiley,37
